0.000000000000000000e+00 2.383361565020758188e-01
1.001001001001000992e-02 4.321798664579712401e-01
2.002002002002001985e-02 2.370489386171373281e-01
3.003003003003002977e-02 7.363960818111046081e-01
4.004004004004003969e-02 2.579116933576214521e+00
5.005005005005004615e-02 2.979106598208472456e-01
6.006006006006005954e-02 3.648565809304198826e+00
7.007007007007007293e-02 6.746333444790810763e-01
8.008008008008007939e-02 2.975564239538084355e+00
9.009009009009008584e-02 2.274394022483124722e+00
1.001001001001000923e-01 1.651128090052420005e-01
1.101101101101101126e-01 7.133552538654830411e-04
1.201201201201201191e-01 3.263342456219071597e-01
1.301301301301301394e-01 1.620234656963708719e+00
1.401401401401401459e-01 2.321082708454178245e-01
1.501501501501501523e-01 2.677994391723240164e-01
1.601601601601601588e-01 8.475271535611488272e-01
1.701701701701701652e-01 2.309903564358491312e+00
1.801801801801801717e-01 1.073516861059789669e-02
1.901901901901901781e-01 5.660986077504090996e-01
2.002002002002001846e-01 6.803735657127270020e-01
2.102102102102102188e-01 2.213827099831104372e-01
2.202202202202202252e-01 1.741408026735188630e-01
2.302302302302302317e-01 4.682957730088880277e-01
2.402402402402402382e-01 5.080919925754339150e-01
2.502502502502502724e-01 1.565730317116459706e-04
2.602602602602602788e-01 2.417458760860716538e+00
2.702702702702702853e-01 7.809444981078210724e-01
2.802802802802802917e-01 3.172726898394415684e-01
2.902902902902902982e-01 2.090179528422772659e+00
3.003003003003003046e-01 3.604140828121436802e-07
3.103103103103103111e-01 3.679289063922067671e-01
3.203203203203203175e-01 1.869920645772122691e+00
3.303303303303303240e-01 3.306600067148953159e-01
3.403403403403403304e-01 1.784254156758024124e+00
3.503503503503503369e-01 5.552502178987426262e-01
3.603603603603603434e-01 1.198421530536940782e+00
3.703703703703703498e-01 3.285292428077999927e-01
3.803803803803803563e-01 2.993252056901166025e+00
3.903903903903903627e-01 2.148387044432192514e-02
4.004004004004003692e-01 3.973569774815487524e-03
4.104104104104104311e-01 1.394708668283704878e+00
4.204204204204204376e-01 6.226602697955724297e-01
4.304304304304304440e-01 9.662057222913933430e-02
4.404404404404404505e-01 5.313165504725764904e-02
4.504504504504504570e-01 1.220050727592023820e+00
4.604604604604604634e-01 7.847702119062081927e+00
4.704704704704704699e-01 1.319644472368789012e+00
4.804804804804804763e-01 6.885096252864671973e-01
4.904904904904904828e-01 6.223719870108294083e-01
5.005005005005005447e-01 2.638785590791427271e+00
5.105105105105105512e-01 1.626069215548493263e+00
5.205205205205205576e-01 1.308590169124312697e+00
5.305305305305305641e-01 4.029525187110425954e-01
5.405405405405405705e-01 2.549331417694850277e+00
5.505505505505505770e-01 1.820600868539170358e+00
5.605605605605605835e-01 1.488455352447565883e+00
5.705705705705705899e-01 3.031592997753448926e-02
5.805805805805805964e-01 8.459804092670071551e-02
5.905905905905906028e-01 9.852914460816885045e-01
6.006006006006006093e-01 4.890931385612412363e+00
6.106106106106106157e-01 2.813686118409444159e-01
6.206206206206206222e-01 5.146937213119320287e-01
6.306306306306306286e-01 2.454317385207231972e+00
6.406406406406406351e-01 1.056037229138170108e+00
6.506506506506506415e-01 4.003270962904441066e-01
6.606606606606606480e-01 9.673756854390630489e-02
6.706706706706706544e-01 8.146801622042162960e-02
6.806806806806806609e-01 3.936680168153138926e+00
6.906906906906906674e-01 5.908774099592820406e+00
7.007007007007006738e-01 2.093560017370037496e+00
7.107107107107106803e-01 7.659560483930595076e+00
7.207207207207206867e-01 1.835271529669225465e+00
7.307307307307306932e-01 2.296066385174103885e+00
7.407407407407406996e-01 3.188700434242638160e+00
7.507507507507507061e-01 8.589242737194600963e+00
7.607607607607607125e-01 2.423825108793849492e-01
7.707707707707707190e-01 2.202045512805706373e+00
7.807807807807807254e-01 7.518943242682089023e-01
7.907907907907907319e-01 2.006533738314264959e+00
8.008008008008007383e-01 3.046437915679298225e+00
8.108108108108108558e-01 2.738829619477080257e+00
8.208208208208208623e-01 1.033534380270379138e+00
8.308308308308308687e-01 4.246833330083084945e+00
8.408408408408408752e-01 1.083410524981994749e+00
8.508508508508508816e-01 4.178319793319282383e+00
8.608608608608608881e-01 5.806921575240996169e+00
8.708708708708708945e-01 1.071014985699636712e+00
8.808808808808809010e-01 3.695077141600301207e+00
8.908908908908909074e-01 4.253544175612327116e-01
9.009009009009009139e-01 1.790723825987467599e+00
9.109109109109109204e-01 1.626005543600417491e+00
9.209209209209209268e-01 6.219027271911000909e+00
9.309309309309309333e-01 7.175935447486067709e+00
9.409409409409409397e-01 3.755726517190652203e+00
9.509509509509509462e-01 9.262006295276254519e+00
9.609609609609609526e-01 2.050077308026283873e+01
9.709709709709709591e-01 1.406805456383873221e+00
9.809809809809809655e-01 3.363422566626552257e+00
9.909909909909909720e-01 4.635863228880378273e+00
1.001001001001001089e+00 1.590835722431014343e+00
1.011011011011011096e+00 2.209515049453301572e+00
1.021021021021021102e+00 5.220437655391604537e+00
1.031031031031031109e+00 1.555517088362711320e+01
1.041041041041041115e+00 1.223330308151743040e+00
1.051051051051051122e+00 1.266563958027321846e+01
1.061061061061061128e+00 3.322475739275472795e-01
1.071071071071071135e+00 8.104112621748582157e+00
1.081081081081081141e+00 1.229710540169651978e+01
