1.000000000000000000e+00;4.000000000000000000e+00
1.100000000000000089e+00;4.304999999999999716e+00
1.200000000000000178e+00;4.610000000000000320e+00
1.300000000000000266e+00;4.915000000000000924e+00
1.400000000000000355e+00;5.220000000000000639e+00
1.500000000000000444e+00;5.525000000000001243e+00
1.600000000000000533e+00;5.830000000000001847e+00
1.700000000000000622e+00;6.135000000000001563e+00
1.800000000000000711e+00;6.440000000000002167e+00
1.900000000000000799e+00;6.745000000000001883e+00
2.000000000000000888e+00;7.050000000000002487e+00
2.100000000000000977e+00;7.355000000000003091e+00
2.200000000000001066e+00;7.660000000000002807e+00
2.300000000000001155e+00;7.965000000000003411e+00
2.400000000000001243e+00;8.270000000000003126e+00
2.500000000000001332e+00;8.575000000000002842e+00
2.600000000000001421e+00;8.880000000000004334e+00
2.700000000000001510e+00;9.185000000000004050e+00
2.800000000000001599e+00;9.490000000000003766e+00
2.900000000000001688e+00;9.795000000000003482e+00
3.000000000000001776e+00;1.010000000000000497e+01
3.100000000000001865e+00;1.040500000000000469e+01
3.200000000000001954e+00;1.071000000000000441e+01
3.300000000000002043e+00;1.101500000000000412e+01
3.400000000000002132e+00;1.132000000000000561e+01
3.500000000000002220e+00;1.162500000000000533e+01
3.600000000000002309e+00;1.193000000000000504e+01
3.700000000000002398e+00;1.223500000000000654e+01
3.800000000000002487e+00;1.254000000000000625e+01
3.900000000000002576e+00;1.284500000000000597e+01
4.000000000000002665e+00;1.315000000000000746e+01
4.100000000000003197e+00;1.345500000000000895e+01
4.200000000000002842e+00;1.376000000000000689e+01
4.300000000000002487e+00;1.406500000000000661e+01
4.400000000000003020e+00;1.437000000000000810e+01
4.500000000000003553e+00;1.467500000000000959e+01
4.600000000000003197e+00;1.498000000000000753e+01
4.700000000000002842e+00;1.528500000000000725e+01
4.800000000000003375e+00;1.559000000000000874e+01
4.900000000000003908e+00;1.589500000000001023e+01
5.000000000000003553e+00;1.620000000000000995e+01
5.100000000000003197e+00;1.650500000000000966e+01
5.200000000000003730e+00;1.681000000000000938e+01
5.300000000000004263e+00;1.711500000000001265e+01
5.400000000000003908e+00;1.742000000000000881e+01
5.500000000000003553e+00;1.772500000000000853e+01
5.600000000000004086e+00;1.803000000000001180e+01
5.700000000000004619e+00;1.833500000000001151e+01
5.800000000000004263e+00;1.864000000000001123e+01
5.900000000000003908e+00;1.894500000000001094e+01
6.000000000000004441e+00;1.925000000000001066e+01
6.100000000000004974e+00;1.955500000000001393e+01
6.200000000000004619e+00;1.986000000000001364e+01
6.300000000000004263e+00;2.016500000000000981e+01
6.400000000000004796e+00;2.047000000000001307e+01
6.500000000000005329e+00;2.077500000000001279e+01
6.600000000000004974e+00;2.108000000000001251e+01
6.700000000000004619e+00;2.138500000000001222e+01
6.800000000000005151e+00;2.169000000000001549e+01
6.900000000000005684e+00;2.199500000000001521e+01
7.000000000000005329e+00;2.230000000000001492e+01
7.100000000000004974e+00;2.260500000000001464e+01
7.200000000000005507e+00;2.291000000000001435e+01
7.300000000000006040e+00;2.321500000000001762e+01
7.400000000000005684e+00;2.352000000000001378e+01
7.500000000000005329e+00;2.382500000000001350e+01
7.600000000000005862e+00;2.413000000000001677e+01
7.700000000000006395e+00;2.443500000000001648e+01
7.800000000000006040e+00;2.474000000000001620e+01
7.900000000000005684e+00;2.504500000000001592e+01
8.000000000000007105e+00;2.535000000000001918e+01
8.100000000000006750e+00;2.565500000000001890e+01
8.200000000000006395e+00;2.596000000000001862e+01
8.300000000000006040e+00;2.626500000000001478e+01
8.400000000000005684e+00;2.657000000000001450e+01
8.500000000000007105e+00;2.687500000000001776e+01
8.600000000000006750e+00;2.718000000000001748e+01
8.700000000000006395e+00;2.748500000000001720e+01
8.800000000000007816e+00;2.779000000000002046e+01
8.900000000000007461e+00;2.809500000000002018e+01
9.000000000000007105e+00;2.840000000000001990e+01
9.100000000000006750e+00;2.870500000000001961e+01
9.200000000000006395e+00;2.901000000000001577e+01
9.300000000000007816e+00;2.931500000000002260e+01
9.400000000000007461e+00;2.962000000000001876e+01
9.500000000000007105e+00;2.992500000000001847e+01
9.600000000000008527e+00;3.023000000000002530e+01
9.700000000000008171e+00;3.053500000000002146e+01
9.800000000000007816e+00;3.084000000000002117e+01
9.900000000000007461e+00;3.114500000000002089e+01
1.000000000000000711e+01;3.145000000000002061e+01
1.010000000000000853e+01;3.175500000000002387e+01
1.020000000000000817e+01;3.206000000000002359e+01
1.030000000000000782e+01;3.236500000000002331e+01
1.040000000000000924e+01;3.267000000000003013e+01
1.050000000000000888e+01;3.297500000000002984e+01
1.060000000000000853e+01;3.328000000000002956e+01
1.070000000000000817e+01;3.358500000000002927e+01
1.080000000000000782e+01;3.389000000000002188e+01
1.090000000000000924e+01;3.419500000000002871e+01
1.100000000000000888e+01;3.450000000000002842e+01
1.110000000000000853e+01;3.480500000000002814e+01
1.120000000000000995e+01;3.511000000000002785e+01
1.130000000000000959e+01;3.541500000000002757e+01
1.140000000000000924e+01;3.572000000000002728e+01
1.150000000000000888e+01;3.602500000000002700e+01
1.160000000000000853e+01;3.633000000000002672e+01
1.170000000000000995e+01;3.663500000000003354e+01
1.180000000000000959e+01;3.694000000000003325e+01
1.190000000000000924e+01;3.724500000000002586e+01
1.200000000000001066e+01;3.755000000000003268e+01
1.210000000000001030e+01;3.785500000000003240e+01
1.220000000000000995e+01;3.816000000000003212e+01
1.230000000000000959e+01;3.846500000000003183e+01
1.240000000000000924e+01;3.877000000000003155e+01
1.250000000000001066e+01;3.907500000000003126e+01
1.260000000000001030e+01;3.938000000000003098e+01
1.270000000000000995e+01;3.968500000000003070e+01
1.280000000000001137e+01;3.999000000000003752e+01
1.290000000000001101e+01;4.029500000000003723e+01
1.300000000000001066e+01;4.060000000000002984e+01
1.310000000000001030e+01;4.090500000000002956e+01
1.320000000000000995e+01;4.121000000000002927e+01
1.330000000000001137e+01;4.151500000000003610e+01
1.340000000000001101e+01;4.182000000000003581e+01
1.350000000000001066e+01;4.212500000000003553e+01
1.360000000000001208e+01;4.243000000000003524e+01
1.370000000000001172e+01;4.273500000000003496e+01
1.380000000000001137e+01;4.304000000000003467e+01
1.390000000000001101e+01;4.334500000000003439e+01
1.400000000000001066e+01;4.365000000000003411e+01
1.410000000000001208e+01;4.395500000000003382e+01
1.420000000000001172e+01;4.426000000000003354e+01
1.430000000000001137e+01;4.456500000000003325e+01
1.440000000000001279e+01;4.487000000000004007e+01
1.450000000000001243e+01;4.517500000000003979e+01
1.460000000000001208e+01;4.548000000000003951e+01
1.470000000000001172e+01;4.578500000000003922e+01
1.480000000000001137e+01;4.609000000000003183e+01
1.490000000000001279e+01;4.639500000000003865e+01
1.500000000000001243e+01;4.670000000000003837e+01
1.510000000000001208e+01;4.700500000000003809e+01
1.520000000000001350e+01;4.731000000000003780e+01
1.530000000000001315e+01;4.761500000000003752e+01
1.540000000000001279e+01;4.792000000000003723e+01
1.550000000000001243e+01;4.822500000000003695e+01
1.560000000000001208e+01;4.853000000000003666e+01
1.570000000000001350e+01;4.883500000000004349e+01
1.580000000000001315e+01;4.914000000000004320e+01
1.590000000000001279e+01;4.944500000000003581e+01
1.600000000000001421e+01;4.975000000000004263e+01
1.610000000000001563e+01;5.005500000000004945e+01
1.620000000000001350e+01;5.036000000000004206e+01
1.630000000000001137e+01;5.066500000000003467e+01
1.640000000000001279e+01;5.097000000000004150e+01
1.650000000000001421e+01;5.127500000000004121e+01
1.660000000000001563e+01;5.158000000000004803e+01
1.670000000000001350e+01;5.188500000000004064e+01
1.680000000000001492e+01;5.219000000000004746e+01
1.690000000000001279e+01;5.249500000000004007e+01
1.700000000000001421e+01;5.280000000000003979e+01
1.710000000000001563e+01;5.310500000000004661e+01
1.720000000000001350e+01;5.341000000000003922e+01
1.730000000000001492e+01;5.371500000000004604e+01
1.740000000000001279e+01;5.402000000000003865e+01
1.750000000000001421e+01;5.432500000000004547e+01
1.760000000000001563e+01;5.463000000000004519e+01
1.770000000000001350e+01;5.493500000000003780e+01
1.780000000000001492e+01;5.524000000000004462e+01
1.790000000000001634e+01;5.554500000000005144e+01
1.800000000000001421e+01;5.585000000000004405e+01
1.810000000000001563e+01;5.615500000000004377e+01
1.820000000000001705e+01;5.646000000000005059e+01
1.830000000000001492e+01;5.676500000000004320e+01
1.840000000000001634e+01;5.707000000000005002e+01
1.850000000000001421e+01;5.737500000000004263e+01
1.860000000000001563e+01;5.768000000000004945e+01
1.870000000000001705e+01;5.798500000000004917e+01
1.880000000000001492e+01;5.829000000000004178e+01
1.890000000000001634e+01;5.859500000000004860e+01
1.900000000000001421e+01;5.890000000000004121e+01
1.910000000000001563e+01;5.920500000000004803e+01
1.920000000000001705e+01;5.951000000000005485e+01
1.930000000000001492e+01;5.981500000000004746e+01
1.940000000000001634e+01;6.012000000000004718e+01
1.950000000000001776e+01;6.042500000000005400e+01
1.960000000000001563e+01;6.073000000000004661e+01
1.970000000000001705e+01;6.103500000000005343e+01
1.980000000000001847e+01;6.134000000000005315e+01
1.990000000000001634e+01;6.164500000000004576e+01
2.000000000000001776e+01;6.195000000000005258e+01
2.010000000000001563e+01;6.225500000000004519e+01
2.020000000000001705e+01;6.256000000000005201e+01
2.030000000000001847e+01;6.286500000000005883e+01
2.040000000000001634e+01;6.317000000000005144e+01
2.050000000000001776e+01;6.347500000000005116e+01
2.060000000000001563e+01;6.378000000000004377e+01
2.070000000000001705e+01;6.408500000000005059e+01
2.080000000000001847e+01;6.439000000000005741e+01
2.090000000000001634e+01;6.469500000000005002e+01
2.100000000000001776e+01;6.500000000000005684e+01
2.110000000000001918e+01;6.530500000000006366e+01
2.120000000000001705e+01;6.561000000000005627e+01
2.130000000000001847e+01;6.591500000000004889e+01
2.140000000000001990e+01;6.622000000000005571e+01
2.150000000000001776e+01;6.652500000000004832e+01
2.160000000000001918e+01;6.683000000000005514e+01
2.170000000000001705e+01;6.713500000000004775e+01
2.180000000000001847e+01;6.744000000000005457e+01
2.190000000000001990e+01;6.774500000000006139e+01
2.200000000000001776e+01;6.805000000000005400e+01
2.210000000000001918e+01;6.835500000000006082e+01
2.220000000000001705e+01;6.866000000000005343e+01
2.230000000000001847e+01;6.896500000000006025e+01
2.240000000000001990e+01;6.927000000000005286e+01
2.250000000000001776e+01;6.957500000000005969e+01
2.260000000000001918e+01;6.988000000000005230e+01
2.270000000000002061e+01;7.018500000000005912e+01
2.280000000000001847e+01;7.049000000000005173e+01
